date,season,home_team,away_team,home_score,away_score
2019-01-21,2018-2019,Philadelphia 76ers,Houston Rockets,121,93
2019-01-21,2018-2019,Utah Jazz,Portland Trail Blazers,104,109
2019-01-21,2018-2019,Milwaukee Bucks,Dallas Mavericks,116,106
2019-01-22,2018-2019,Phoenix Suns,Minnesota Timberwolves,91,118
2019-01-22,2018-2019,Dallas Mavericks,Los Angeles Clippers,106,98
2019-01-22,2018-2019,Toronto Raptors,Sacramento Kings,120,105
2019-01-22,2018-2019,Oklahoma City Thunder,Portland Trail Blazers,123,114
2019-01-23,2018-2019,Utah Jazz,Denver Nuggets,114,108
2019-01-23,2018-2019,New Orleans Pelicans,Detroit Pistons,94,98
2019-01-23,2018-2019,Memphis Grizzlies,Charlotte Hornets,107,118
2019-01-23,2018-2019,Chicago Bulls,Atlanta Hawks,101,121
2019-01-23,2018-2019,Philadelphia 76ers,San Antonio Spurs,122,120
2019-01-23,2018-2019,Miami Heat,Los Angeles Clippers,99,111
2019-01-23,2018-2019,Brooklyn Nets,Orlando Magic,114,110
2019-01-23,2018-2019,Boston Celtics,Cleveland Cavaliers,123,103
2019-01-23,2018-2019,Indiana Pacers,Toronto Raptors,110,106
2019-01-23,2018-2019,New York Knicks,Houston Rockets,110,114
2019-01-24,2018-2019,Oklahoma City Thunder,New Orleans Pelicans,122,116
2019-01-24,2018-2019,Washington Wizards,Golden State Warriors,118,126
2019-01-24,2018-2019,Phoenix Suns,Portland Trail Blazers,106,120
2019-01-24,2018-2019,Los Angeles Lakers,Minnesota Timberwolves,105,120
2019-01-25,2018-2019,Memphis Grizzlies,Sacramento Kings,96,99
2019-01-25,2018-2019,Denver Nuggets,Phoenix Suns,132,95
2019-01-25,2018-2019,Milwaukee Bucks,Charlotte Hornets,108,99
2019-01-25,2018-2019,Dallas Mavericks,Detroit Pistons,106,101
2019-01-25,2018-2019,Utah Jazz,Minnesota Timberwolves,106,102
2019-01-25,2018-2019,Houston Rockets,Toronto Raptors,121,119
2019-01-25,2018-2019,Cleveland Cavaliers,Miami Heat,94,100
2019-01-25,2018-2019,Brooklyn Nets,New York Knicks,109,99
2019-01-25,2018-2019,Orlando Magic,Washington Wizards,91,95
2019-01-25,2018-2019,Chicago Bulls,Los Angeles Clippers,101,106
2019-01-26,2018-2019,New Orleans Pelicans,San Antonio Spurs,114,126
2019-01-26,2018-2019,Memphis Grizzlies,Indiana Pacers,106,103
2019-01-26,2018-2019,Boston Celtics,Golden State Warriors,111,115
2019-01-26,2018-2019,Denver Nuggets,Philadelphia 76ers,126,110
2019-01-26,2018-2019,Portland Trail Blazers,Atlanta Hawks,120,111
2019-01-27,2018-2019,Los Angeles Lakers,Phoenix Suns,116,102
2019-01-27,2018-2019,New York Knicks,Miami Heat,97,106
2019-01-27,2018-2019,San Antonio Spurs,Washington Wizards,132,119
2019-01-27,2018-2019,Minnesota Timberwolves,Utah Jazz,111,125
2019-01-27,2018-2019,Chicago Bulls,Cleveland Cavaliers,101,104
2019-01-27,2018-2019,Dallas Mavericks,Toronto Raptors,120,123
2019-01-27,2018-2019,Oklahoma City Thunder,Milwaukee Bucks,118,112
2019-01-27,2018-2019,Los Angeles Clippers,Sacramento Kings,122,108
2019-01-27,2018-2019,Houston Rockets,Orlando Magic,103,98
2019-01-28,2018-2019,Los Angeles Clippers,Atlanta Hawks,118,123
2019-01-28,2018-2019,Memphis Grizzlies,Denver Nuggets,92,95
2019-01-28,2018-2019,Indiana Pacers,Golden State Warriors,100,132
2019-01-28,2018-2019,Charlotte Hornets,New York Knicks,101,92
2019-01-28,2018-2019,Boston Celtics,Brooklyn Nets,112,104
2019-01-29,2018-2019,Los Angeles Lakers,Philadelphia 76ers,105,121
2019-01-29,2018-2019,Cleveland Cavaliers,Washington Wizards,116,113
2019-01-29,2018-2019,Detroit Pistons,Milwaukee Bucks,105,115
2019-01-29,2018-2019,Orlando Magic,Oklahoma City Thunder,117,126
2019-01-29,2018-2019,Brooklyn Nets,Chicago Bulls,122,117
2019-01-29,2018-2019,Houston Rockets,New Orleans Pelicans,116,121
2019-01-29,2018-2019,San Antonio Spurs,Phoenix Suns,126,124
2019-01-30,2018-2019,Washington Wizards,Indiana Pacers,107,89
2019-01-30,2018-2019,New Orleans Pelicans,Denver Nuggets,99,105
2019-01-30,2018-2019,Minnesota Timberwolves,Memphis Grizzlies,99,97
2019-01-30,2018-2019,Boston Celtics,Charlotte Hornets,126,94
2019-01-30,2018-2019,Miami Heat,Chicago Bulls,89,105
2019-01-30,2018-2019,Sacramento Kings,Atlanta Hawks,135,113
2019-01-30,2018-2019,New York Knicks,Dallas Mavericks,90,114
2019-01-30,2018-2019,Portland Trail Blazers,Utah Jazz,132,105
2019-01-31,2018-2019,Golden State Warriors,Philadelphia 76ers,104,113
2019-01-31,2018-2019,San Antonio Spurs,Brooklyn Nets,117,114
2019-01-31,2018-2019,Los Angeles Clippers,Los Angeles Lakers,120,123
2019-01-31,2018-2019,Orlando Magic,Indiana Pacers,107,100
2019-01-31,2018-2019,Detroit Pistons,Dallas Mavericks,93,89
2019-01-31,2018-2019,Toronto Raptors,Milwaukee Bucks,92,105
2019-02-01,2018-2019,Charlotte Hornets,Memphis Grizzlies,100,92
2019-02-01,2018-2019,New York Knicks,Boston Celtics,99,113
2019-02-01,2018-2019,Miami Heat,Oklahoma City Thunder,102,118
2019-02-01,2018-2019,Utah Jazz,Atlanta Hawks,128,112
2019-02-01,2018-2019,Denver Nuggets,Houston Rockets,136,122
2019-02-02,2018-2019,Sacramento Kings,Philadelphia 76ers,115,108
2019-02-02,2018-2019,Utah Jazz,Houston Rockets,98,125
2019-02-02,2018-2019,Phoenix Suns,Atlanta Hawks,112,118
2019-02-02,2018-2019,Minnesota Timberwolves,Denver Nuggets,106,107
2019-02-02,2018-2019,San Antonio Spurs,New Orleans Pelicans,113,108
2019-02-02,2018-2019,Golden State Warriors,Los Angeles Lakers,115,101
2019-02-02,2018-2019,Cleveland Cavaliers,Dallas Mavericks,98,111
2019-02-02,2018-2019,Washington Wizards,Milwaukee Bucks,115,131
2019-02-02,2018-2019,Orlando Magic,Brooklyn Nets,102,89
2019-02-02,2018-2019,Charlotte Hornets,Chicago Bulls,125,118
2019-02-02,2018-2019,Detroit Pistons,Los Angeles Clippers,101,111
2019-02-02,2018-2019,Miami Heat,Indiana Pacers,88,95
2019-02-03,2018-2019,New York Knicks,Memphis Grizzlies,84,96
2019-02-03,2018-2019,Boston Celtics,Oklahoma City Thunder,134,129
2019-02-03,2018-2019,Toronto Raptors,Los Angeles Clippers,121,103
2019-02-04,2018-2019,Phoenix Suns,Houston Rockets,110,118
2019-02-04,2018-2019,Sacramento Kings,San Antonio Spurs,127,112
2019-02-04,2018-2019,New Orleans Pelicans,Indiana Pacers,107,109
2019-02-04,2018-2019,Detroit Pistons,Denver Nuggets,129,103
2019-02-04,2018-2019,Washington Wizards,Atlanta Hawks,129,137
2019-02-04,2018-2019,Brooklyn Nets,Milwaukee Bucks,94,113
2019-02-05,2018-2019,Philadelphia 76ers,Toronto Raptors,107,119
2019-02-05,2018-2019,Oklahoma City Thunder,Orlando Magic,132,122
2019-02-05,2018-2019,Memphis Grizzlies,Minnesota Timberwolves,108,106
2019-02-05,2018-2019,Portland Trail Blazers,Miami Heat,108,118
2019-02-05,2018-2019,Indiana Pacers,Los Angeles Lakers,136,94
2019-02-05,2018-2019,Cleveland Cavaliers,Boston Celtics,96,103
2019-02-05,2018-2019,Charlotte Hornets,Los Angeles Clippers,115,117
2019-02-05,2018-2019,New York Knicks,Detroit Pistons,92,105
2019-02-06,2018-2019,Brooklyn Nets,Denver Nuggets,135,130
2019-02-06,2018-2019,Chicago Bulls,New Orleans Pelicans,120,125
2019-02-06,2018-2019,Milwaukee Bucks,Washington Wizards,148,129
2019-02-06,2018-2019,Dallas Mavericks,Charlotte Hornets,99,93
2019-02-06,2018-2019,Utah Jazz,Phoenix Suns,116,88
2019-02-06,2018-2019,Sacramento Kings,Houston Rockets,101,127
2019-02-06,2018-2019,Golden State Warriors,San Antonio Spurs,141,102
2019-02-07,2018-2019,Oklahoma City Thunder,Memphis Grizzlies,117,95
2019-02-07,2018-2019,Portland Trail Blazers,San Antonio Spurs,127,118
2019-02-07,2018-2019,Boston Celtics,Los Angeles Lakers,128,129
2019-02-07,2018-2019,Orlando Magic,Minnesota Timberwolves,122,112
2019-02-07,2018-2019,Atlanta Hawks,Toronto Raptors,101,119
2019-02-07,2018-2019,Indiana Pacers,Los Angeles Clippers,116,92
2019-02-08,2018-2019,Detroit Pistons,New York Knicks,120,103
2019-02-08,2018-2019,Philadelphia 76ers,Denver Nuggets,117,110
2019-02-08,2018-2019,Washington Wizards,Cleveland Cavaliers,119,106
2019-02-08,2018-2019,Brooklyn Nets,Chicago Bulls,106,125
2019-02-08,2018-2019,Dallas Mavericks,Milwaukee Bucks,107,122
2019-02-08,2018-2019,Phoenix Suns,Golden State Warriors,107,117
2019-02-08,2018-2019,New Orleans Pelicans,Minnesota Timberwolves,122,117
2019-02-08,2018-2019,Sacramento Kings,Miami Heat,102,96
2019-02-09,2018-2019,Milwaukee Bucks,Orlando Magic,83,103
2019-02-09,2018-2019,Houston Rockets,Oklahoma City Thunder,112,117
2019-02-09,2018-2019,Memphis Grizzlies,New Orleans Pelicans,99,90
2019-02-09,2018-2019,Chicago Bulls,Washington Wizards,125,134
2019-02-09,2018-2019,Utah Jazz,San Antonio Spurs,125,105
2019-02-09,2018-2019,New York Knicks,Toronto Raptors,99,104
2019-02-09,2018-2019,Atlanta Hawks,Charlotte Hornets,120,129
2019-02-09,2018-2019,Indiana Pacers,Cleveland Cavaliers,105,90
2019-02-09,2018-2019,Boston Celtics,Los Angeles Clippers,112,123
2019-02-10,2018-2019,Golden State Warriors,Miami Heat,120,118
2019-02-10,2018-2019,Atlanta Hawks,Orlando Magic,108,124
2019-02-10,2018-2019,Sacramento Kings,Phoenix Suns,117,104
2019-02-10,2018-2019,Philadelphia 76ers,Los Angeles Lakers,143,120
2019-02-10,2018-2019,Dallas Mavericks,Portland Trail Blazers,102,101
2019-02-11,2018-2019,Oklahoma City Thunder,Portland Trail Blazers,120,111
2019-02-11,2018-2019,Minnesota Timberwolves,Los Angeles Clippers,130,120
2019-02-11,2018-2019,Houston Rockets,Dallas Mavericks,120,104
2019-02-11,2018-2019,Chicago Bulls,Milwaukee Bucks,99,112
2019-02-11,2018-2019,Denver Nuggets,Miami Heat,103,87
2019-02-11,2018-2019,Indiana Pacers,Charlotte Hornets,99,90
2019-02-11,2018-2019,Detroit Pistons,Washington Wizards,121,112
2019-02-11,2018-2019,Cleveland Cavaliers,New York Knicks,107,104
2019-02-11,2018-2019,Toronto Raptors,Brooklyn Nets,127,125
2019-02-12,2018-2019,Atlanta Hawks,Los Angeles Lakers,117,113
2019-02-12,2018-2019,Memphis Grizzlies,San Antonio Spurs,107,108
2019-02-12,2018-2019,New Orleans Pelicans,Orlando Magic,88,118
2019-02-12,2018-2019,Philadelphia 76ers,Boston Celtics,109,112
2019-02-12,2018-2019,Golden State Warriors,Utah Jazz,115,108
2019-02-13,2018-2019,Dallas Mavericks,Miami Heat,101,112
2019-02-13,2018-2019,Portland Trail Blazers,Golden State Warriors,129,107
2019-02-13,2018-2019,Los Angeles Clippers,Phoenix Suns,134,107
2019-02-13,2018-2019,Denver Nuggets,Sacramento Kings,120,118
2019-02-13,2018-2019,Minnesota Timberwolves,Houston Rockets,121,111
2019-02-13,2018-2019,Chicago Bulls,Memphis Grizzlies,122,110
2019-02-13,2018-2019,Toronto Raptors,Washington Wizards,129,120
2019-02-13,2018-2019,New York Knicks,Philadelphia 76ers,111,126
2019-02-13,2018-2019,Boston Celtics,Detroit Pistons,118,110
2019-02-13,2018-2019,Indiana Pacers,Milwaukee Bucks,97,106
2019-02-13,2018-2019,Cleveland Cavaliers,Brooklyn Nets,139,148
2019-02-14,2018-2019,Orlando Magic,Charlotte Hornets,127,89
2019-02-14,2018-2019,Atlanta Hawks,New York Knicks,91,106
2019-02-14,2018-2019,New Orleans Pelicans,Oklahoma City Thunder,131,122
2019-02-21,2018-2019,Los Angeles Lakers,Houston Rockets,111,106
2019-02-21,2018-2019,Golden State Warriors,Sacramento Kings,125,123
2019-02-21,2018-2019,Milwaukee Bucks,Boston Celtics,98,97
2019-02-21,2018-2019,Cleveland Cavaliers,Phoenix Suns,111,98
2019-02-21,2018-2019,Philadelphia 76ers,Miami Heat,106,102
2019-02-21,2018-2019,Brooklyn Nets,Portland Trail Blazers,99,113
2019-02-22,2018-2019,New York Knicks,Minnesota Timberwolves,104,115
2019-02-22,2018-2019,Oklahoma City Thunder,Utah Jazz,148,147
2019-02-22,2018-2019,Memphis Grizzlies,Los Angeles Clippers,106,112
2019-02-22,2018-2019,Atlanta Hawks,Detroit Pistons,122,125
2019-02-22,2018-2019,Dallas Mavericks,Denver Nuggets,104,114
2019-02-22,2018-2019,Orlando Magic,Chicago Bulls,109,110
2019-02-22,2018-2019,Indiana Pacers,New Orleans Pelicans,126,111
2019-02-22,2018-2019,Charlotte Hornets,Washington Wizards,123,110
2019-02-22,2018-2019,Toronto Raptors,San Antonio Spurs,120,117
2019-02-23,2018-2019,Utah Jazz,Dallas Mavericks,125,109
2019-02-23,2018-2019,Milwaukee Bucks,Minnesota Timberwolves,140,128
2019-02-23,2018-2019,Golden State Warriors,Houston Rockets,112,118
2019-02-23,2018-2019,Oklahoma City Thunder,Sacramento Kings,116,119
2019-02-23,2018-2019,Miami Heat,Detroit Pistons,96,119
2019-02-23,2018-2019,Chicago Bulls,Boston Celtics,126,116
2019-02-23,2018-2019,New Orleans Pelicans,Los Angeles Lakers,128,115
2019-02-23,2018-2019,Cleveland Cavaliers,Memphis Grizzlies,112,107
2019-02-23,2018-2019,Charlotte Hornets,Brooklyn Nets,115,117
2019-02-23,2018-2019,Atlanta Hawks,Phoenix Suns,120,112
2019-02-23,2018-2019,Philadelphia 76ers,Portland Trail Blazers,115,130
2019-02-23,2018-2019,Washington Wizards,Indiana Pacers,112,119
2019-02-24,2018-2019,Toronto Raptors,Orlando Magic,98,113
2019-02-24,2018-2019,Denver Nuggets,Los Angeles Clippers,123,96
2019-02-24,2018-2019,New York Knicks,San Antonio Spurs,130,118
2019-02-25,2018-2019,Houston Rockets,Atlanta Hawks,119,111
2019-02-25,2018-2019,Los Angeles Clippers,Dallas Mavericks,121,112
2019-02-25,2018-2019,New Orleans Pelicans,Philadelphia 76ers,110,111
2019-02-25,2018-2019,Memphis Grizzlies,Los Angeles Lakers,110,105
2019-02-25,2018-2019,Chicago Bulls,Milwaukee Bucks,106,117
2019-02-25,2018-2019,Minnesota Timberwolves,Sacramento Kings,112,105
2019-02-25,2018-2019,Brooklyn Nets,San Antonio Spurs,101,85
2019-02-25,2018-2019,Charlotte Hornets,Golden State Warriors,110,121
2019-02-25,2018-2019,Cleveland Cavaliers,Portland Trail Blazers,110,123
2019-02-25,2018-2019,Miami Heat,Phoenix Suns,121,124
2019-02-25,2018-2019,Detroit Pistons,Indiana Pacers,113,109
2019-02-26,2018-2019,New York Knicks,Orlando Magic,108,103
2019-02-26,2018-2019,Toronto Raptors,Boston Celtics,118,95
2019-02-26,2018-2019,Denver Nuggets,Oklahoma City Thunder,121,112
2019-02-27,2018-2019,Los Angeles Lakers,New Orleans Pelicans,125,119
2019-02-27,2018-2019,Sacramento Kings,Milwaukee Bucks,140,141
2019-02-27,2018-2019,Utah Jazz,Los Angeles Clippers,111,105
2019-02-27,2018-2019,San Antonio Spurs,Detroit Pistons,105,93
2019-02-27,2018-2019,Dallas Mavericks,Indiana Pacers,110,101
2019-02-27,2018-2019,Boston Celtics,Portland Trail Blazers,92,97
2019-02-27,2018-2019,Miami Heat,Golden State Warriors,126,125
2019-02-27,2018-2019,Atlanta Hawks,Minnesota Timberwolves,131,123
2019-02-27,2018-2019,Charlotte Hornets,Houston Rockets,113,118
2019-02-27,2018-2019,Memphis Grizzlies,Chicago Bulls,107,109
2019-02-27,2018-2019,Brooklyn Nets,Washington Wizards,116,125
2019-02-28,2018-2019,Denver Nuggets,Utah Jazz,104,111
2019-02-28,2018-2019,Houston Rockets,Miami Heat,121,118
2019-02-28,2018-2019,Oklahoma City Thunder,Philadelphia 76ers,104,108
2019-02-28,2018-2019,New York Knicks,Cleveland Cavaliers,118,125
2019-02-28,2018-2019,Indiana Pacers,Minnesota Timberwolves,122,115
2019-02-28,2018-2019,Orlando Magic,Golden State Warriors,103,96
2019-03-01,2018-2019,Atlanta Hawks,Chicago Bulls,161,168
2019-03-01,2018-2019,Brooklyn Nets,Charlotte Hornets,112,123
2019-03-01,2018-2019,Boston Celtics,Washington Wizards,107,96
2019-03-01,2018-2019,Toronto Raptors,Portland Trail Blazers,119,117
2019-03-01,2018-2019,Phoenix Suns,New Orleans Pelicans,116,130
2019-03-01,2018-2019,Sacramento Kings,Los Angeles Clippers,109,116
2019-03-01,2018-2019,Los Angeles Lakers,Milwaukee Bucks,120,131
2019-03-02,2018-2019,Utah Jazz,Milwaukee Bucks,115,111
2019-03-02,2018-2019,Phoenix Suns,Los Angeles Lakers,118,109
2019-03-02,2018-2019,Denver Nuggets,New Orleans Pelicans,112,120
2019-03-02,2018-2019,San Antonio Spurs,Oklahoma City Thunder,116,102
2019-03-02,2018-2019,Indiana Pacers,Orlando Magic,112,117
2019-03-02,2018-2019,Dallas Mavericks,Memphis Grizzlies,81,111
2019-03-02,2018-2019,Miami Heat,Brooklyn Nets,117,88
2019-03-02,2018-2019,Cleveland Cavaliers,Detroit Pistons,93,129
2019-03-02,2018-2019,Philadelphia 76ers,Golden State Warriors,117,120
2019-03-03,2018-2019,Oklahoma City Thunder,Memphis Grizzlies,99,95
2019-03-03,2018-2019,Washington Wizards,Minnesota Timberwolves,135,121
2019-03-03,2018-2019,Cleveland Cavaliers,Orlando Magic,107,93
2019-03-03,2018-2019,Detroit Pistons,Toronto Raptors,112,107
2019-03-03,2018-2019,Chicago Bulls,Atlanta Hawks,118,123
2019-03-03,2018-2019,Boston Celtics,Houston Rockets,104,115
2019-03-03,2018-2019,Charlotte Hornets,Portland Trail Blazers,108,118
2019-03-03,2018-2019,Los Angeles Clippers,New York Knicks,128,107
2019-03-04,2018-2019,Sacramento Kings,New York Knicks,115,108
2019-03-04,2018-2019,Utah Jazz,New Orleans Pelicans,112,115
2019-03-04,2018-2019,Phoenix Suns,Milwaukee Bucks,114,105
2019-03-04,2018-2019,Los Angeles Lakers,Los Angeles Clippers,105,113
2019-03-04,2018-2019,Miami Heat,Atlanta Hawks,114,113
2019-03-04,2018-2019,Brooklyn Nets,Dallas Mavericks,127,88
2019-03-04,2018-2019,San Antonio Spurs,Denver Nuggets,104,103
2019-03-05,2018-2019,Indiana Pacers,Chicago Bulls,105,96
2019-03-05,2018-2019,Philadelphia 76ers,Orlando Magic,114,106
2019-03-05,2018-2019,Memphis Grizzlies,Portland Trail Blazers,120,111
2019-03-05,2018-2019,Minnesota Timberwolves,Oklahoma City Thunder,131,120
2019-03-05,2018-2019,Toronto Raptors,Houston Rockets,95,107
2019-03-05,2018-2019,Golden State Warriors,Boston Celtics,95,128
2019-03-06,2018-2019,New Orleans Pelicans,Utah Jazz,104,114
2019-03-06,2018-2019,Sacramento Kings,Boston Celtics,109,111
2019-03-06,2018-2019,Los Angeles Lakers,Denver Nuggets,99,115
2019-03-06,2018-2019,Chicago Bulls,Philadelphia 76ers,108,107
2019-03-06,2018-2019,Phoenix Suns,New York Knicks,107,96
2019-03-06,2018-2019,Atlanta Hawks,San Antonio Spurs,104,111
2019-03-06,2018-2019,Washington Wizards,Dallas Mavericks,132,123
2019-03-06,2018-2019,Detroit Pistons,Minnesota Timberwolves,131,114
2019-03-06,2018-2019,Charlotte Hornets,Miami Heat,84,91
2019-03-06,2018-2019,Brooklyn Nets,Cleveland Cavaliers,113,107
2019-03-07,2018-2019,Milwaukee Bucks,Indiana Pacers,117,98
2019-03-07,2018-2019,Portland Trail Blazers,Oklahoma City Thunder,121,129
2019-03-08,2018-2019,Los Angeles Clippers,Oklahoma City Thunder,118,110
2019-03-08,2018-2019,Golden State Warriors,Denver Nuggets,122,105
2019-03-08,2018-2019,Miami Heat,Cleveland Cavaliers,126,110
2019-03-08,2018-2019,Memphis Grizzlies,Utah Jazz,114,104
2019-03-08,2018-2019,New Orleans Pelicans,Toronto Raptors,104,127
2019-03-08,2018-2019,Chicago Bulls,Detroit Pistons,104,112
2019-03-08,2018-2019,Orlando Magic,Dallas Mavericks,111,106
2019-03-08,2018-2019,Charlotte Hornets,Washington Wizards,112,111
2019-03-08,2018-2019,Houston Rockets,Philadelphia 76ers,107,91
2019-03-09,2018-2019,New York Knicks,Sacramento Kings,94,102
2019-03-09,2018-2019,Atlanta Hawks,Brooklyn Nets,112,114
2019-03-09,2018-2019,Minnesota Timberwolves,Washington Wizards,135,130
2019-03-09,2018-2019,Los Angeles Lakers,Boston Celtics,107,120
2019-03-09,2018-2019,Milwaukee Bucks,Charlotte Hornets,131,114
2019-03-09,2018-2019,Portland Trail Blazers,Phoenix Suns,127,120
2019-03-10,2018-2019,Dallas Mavericks,Houston Rockets,93,94
2019-03-10,2018-2019,Golden State Warriors,Phoenix Suns,111,115
2019-03-10,2018-2019,San Antonio Spurs,Milwaukee Bucks,121,114
2019-03-10,2018-2019,Minnesota Timberwolves,New York Knicks,103,92
2019-03-10,2018-2019,Memphis Grizzlies,Orlando Magic,105,97
2019-03-10,2018-2019,Detroit Pistons,Chicago Bulls,131,108
2019-03-10,2018-2019,Philadelphia 76ers,Indiana Pacers,106,89
2019-03-10,2018-2019,Atlanta Hawks,New Orleans Pelicans,128,116
2019-03-10,2018-2019,Miami Heat,Toronto Raptors,104,125
2019-03-11,2018-2019,Cleveland Cavaliers,Toronto Raptors,126,101
2019-03-11,2018-2019,Washington Wizards,Sacramento Kings,121,115
2019-03-11,2018-2019,Brooklyn Nets,Detroit Pistons,103,75
2019-03-11,2018-2019,Houston Rockets,Charlotte Hornets,118,106
2019-03-11,2018-2019,Utah Jazz,Oklahoma City Thunder,89,98
2019-03-11,2018-2019,Los Angeles Clippers,Boston Celtics,140,115
2019-03-12,2018-2019,Philadelphia 76ers,Cleveland Cavaliers,106,99
2019-03-12,2018-2019,Indiana Pacers,New York Knicks,103,98
2019-03-12,2018-2019,Chicago Bulls,Los Angeles Lakers,107,123
2019-03-12,2018-2019,Dallas Mavericks,San Antonio Spurs,105,112
2019-03-12,2018-2019,New Orleans Pelicans,Milwaukee Bucks,113,130
2019-03-12,2018-2019,Denver Nuggets,Minnesota Timberwolves,133,107
2019-03-12,2018-2019,Los Angeles Clippers,Portland Trail Blazers,104,125
2019-03-13,2018-2019,Houston Rockets,Golden State Warriors,104,106
2019-03-13,2018-2019,Phoenix Suns,Utah Jazz,97,114
2019-03-13,2018-2019,Miami Heat,Detroit Pistons,108,74
2019-03-13,2018-2019,Atlanta Hawks,Memphis Grizzlies,132,111
2019-03-13,2018-2019,Washington Wizards,Orlando Magic,100,90
2019-03-13,2018-2019,Oklahoma City Thunder,Brooklyn Nets,108,96
2019-03-14,2018-2019,Indiana Pacers,Oklahoma City Thunder,108,106
2019-03-14,2018-2019,Orlando Magic,Cleveland Cavaliers,120,91
2019-03-14,2018-2019,Boston Celtics,Sacramento Kings,126,120
2019-03-14,2018-2019,Toronto Raptors,Los Angeles Lakers,111,98
2019-03-14,2018-2019,Utah Jazz,Minnesota Timberwolves,120,100
2019-03-14,2018-2019,Denver Nuggets,Dallas Mavericks,100,99
2019-03-15,2018-2019,Detroit Pistons,Los Angeles Lakers,111,97
2019-03-15,2018-2019,Philadelphia 76ers,Sacramento Kings,123,114
2019-03-15,2018-2019,Washington Wizards,Charlotte Hornets,110,116
2019-03-15,2018-2019,Houston Rockets,Phoenix Suns,108,102
2019-03-15,2018-2019,Miami Heat,Milwaukee Bucks,98,113
2019-03-15,2018-2019,New Orleans Pelicans,Portland Trail Blazers,110,122
2019-03-15,2018-2019,San Antonio Spurs,New York Knicks,109,83
2019-03-15,2018-2019,Los Angeles Clippers,Chicago Bulls,128,121
2019-03-16,2018-2019,Utah Jazz,Brooklyn Nets,114,98
2019-03-16,2018-2019,San Antonio Spurs,Portland Trail Blazers,108,103
2019-03-16,2018-2019,Oklahoma City Thunder,Golden State Warriors,88,110
2019-03-16,2018-2019,Denver Nuggets,Indiana Pacers,102,100
2019-03-16,2018-2019,Washington Wizards,Memphis Grizzlies,135,128
2019-03-16,2018-2019,New Orleans Pelicans,Phoenix Suns,136,138
2019-03-16,2018-2019,Dallas Mavericks,Cleveland Cavaliers,121,116
2019-03-16,2018-2019,Boston Celtics,Atlanta Hawks,129,120
2019-03-17,2018-2019,Houston Rockets,Minnesota Timberwolves,117,102
2019-03-17,2018-2019,Sacramento Kings,Chicago Bulls,129,102
2019-03-17,2018-2019,Orlando Magic,Atlanta Hawks,101,91
2019-03-17,2018-2019,Los Angeles Clippers,Brooklyn Nets,119,116
2019-03-17,2018-2019,Milwaukee Bucks,Philadelphia 76ers,125,130
2019-03-17,2018-2019,Miami Heat,Charlotte Hornets,93,75
2019-03-17,2018-2019,New York Knicks,Los Angeles Lakers,124,123
2019-03-17,2018-2019,Detroit Pistons,Toronto Raptors,110,107
2019-03-18,2018-2019,Cleveland Cavaliers,Detroit Pistons,126,119
2019-03-18,2018-2019,Washington Wizards,Utah Jazz,95,116
2019-03-18,2018-2019,Boston Celtics,Denver Nuggets,105,114
2019-03-18,2018-2019,Toronto Raptors,New York Knicks,128,92
2019-03-18,2018-2019,Oklahoma City Thunder,Miami Heat,107,116
2019-03-18,2018-2019,San Antonio Spurs,Golden State Warriors,111,105
2019-03-18,2018-2019,Dallas Mavericks,New Orleans Pelicans,125,129
2019-03-18,2018-2019,Phoenix Suns,Chicago Bulls,101,116
2019-03-18,2018-2019,Portland Trail Blazers,Indiana Pacers,106,98
2019-03-19,2018-2019,Los Angeles Clippers,Indiana Pacers,115,109
2019-03-19,2018-2019,Sacramento Kings,Brooklyn Nets,121,123
2019-03-19,2018-2019,Minnesota Timberwolves,Golden State Warriors,107,117
2019-03-19,2018-2019,Atlanta Hawks,Houston Rockets,105,121
2019-03-19,2018-2019,Charlotte Hornets,Philadelphia 76ers,114,118
2019-03-19,2018-2019,Milwaukee Bucks,Los Angeles Lakers,115,101
2019-03-20,2018-2019,Portland Trail Blazers,Dallas Mavericks,126,118
2019-03-20,2018-2019,San Antonio Spurs,Miami Heat,105,110
2019-03-20,2018-2019,Memphis Grizzlies,Houston Rockets,126,125
2019-03-20,2018-2019,Chicago Bulls,Washington Wizards,126,120
2019-03-20,2018-2019,Oklahoma City Thunder,Toronto Raptors,114,123
2019-03-20,2018-2019,Philadelphia 76ers,Boston Celtics,118,115
2019-03-20,2018-2019,Orlando Magic,New Orleans Pelicans,119,96
2019-03-20,2018-2019,Cleveland Cavaliers,Milwaukee Bucks,107,102
2019-03-20,2018-2019,New York Knicks,Utah Jazz,116,137
2019-03-21,2018-2019,Charlotte Hornets,Minnesota Timberwolves,113,106
2019-03-21,2018-2019,Washington Wizards,Denver Nuggets,108,113
2019-03-21,2018-2019,Atlanta Hawks,Utah Jazz,117,114
2019-03-21,2018-2019,Phoenix Suns,Detroit Pistons,98,118
2019-03-21,2018-2019,Sacramento Kings,Dallas Mavericks,116,100
2019-03-21,2018-2019,Golden State Warriors,Indiana Pacers,112,89
2019-03-22,2018-2019,Houston Rockets,San Antonio Spurs,111,105
2019-03-22,2018-2019,Milwaukee Bucks,Miami Heat,116,87
2019-03-22,2018-2019,Los Angeles Lakers,Brooklyn Nets,106,111
2019-03-22,2018-2019,Toronto Raptors,Oklahoma City Thunder,109,116
