date,season,home_team,away_team,home_score,away_score
2017-03-24,2016-2017,Chicago Bulls,Philadelphia 76ers,107,117
2017-03-24,2016-2017,Indiana Pacers,Denver Nuggets,117,125
2017-03-24,2016-2017,Washington Wizards,Brooklyn Nets,129,108
2017-03-24,2016-2017,Orlando Magic,Detroit Pistons,115,87
2017-03-24,2016-2017,Charlotte Hornets,Cleveland Cavaliers,105,112
2017-03-24,2016-2017,Boston Celtics,Phoenix Suns,130,120
2017-03-25,2016-2017,Portland Trail Blazers,Minnesota Timberwolves,112,100
2017-03-25,2016-2017,Dallas Mavericks,Toronto Raptors,86,94
2017-03-25,2016-2017,San Antonio Spurs,New York Knicks,106,98
2017-03-25,2016-2017,Los Angeles Clippers,Utah Jazz,108,95
2017-03-25,2016-2017,Cleveland Cavaliers,Washington Wizards,115,127
2017-03-26,2016-2017,Golden State Warriors,Memphis Grizzlies,106,94
2017-03-26,2016-2017,Los Angeles Lakers,Portland Trail Blazers,81,97
2017-03-26,2016-2017,Indiana Pacers,Philadelphia 76ers,107,94
2017-03-26,2016-2017,Boston Celtics,Miami Heat,112,108
2017-03-26,2016-2017,Denver Nuggets,New Orleans Pelicans,90,115
2017-03-26,2016-2017,Los Angeles Clippers,Sacramento Kings,97,98
2017-03-26,2016-2017,Houston Rockets,Oklahoma City Thunder,137,125
2017-03-26,2016-2017,Charlotte Hornets,Phoenix Suns,120,106
2017-03-26,2016-2017,Atlanta Hawks,Brooklyn Nets,92,107
2017-03-26,2016-2017,Milwaukee Bucks,Chicago Bulls,94,109
2017-03-27,2016-2017,Utah Jazz,New Orleans Pelicans,108,100
2017-03-27,2016-2017,New York Knicks,Detroit Pistons,109,95
2017-03-27,2016-2017,Toronto Raptors,Orlando Magic,131,112
2017-03-27,2016-2017,San Antonio Spurs,Cleveland Cavaliers,103,74
2017-03-27,2016-2017,Dallas Mavericks,Oklahoma City Thunder,91,92
2017-03-27,2016-2017,Sacramento Kings,Memphis Grizzlies,91,90
2017-03-28,2016-2017,Portland Trail Blazers,Denver Nuggets,122,113
2017-03-28,2016-2017,Houston Rockets,Golden State Warriors,106,113
2017-03-28,2016-2017,Los Angeles Lakers,Washington Wizards,108,119
2017-03-28,2016-2017,Detroit Pistons,Miami Heat,96,97
2017-03-28,2016-2017,Atlanta Hawks,Phoenix Suns,95,91
2017-03-28,2016-2017,Indiana Pacers,Minnesota Timberwolves,114,115
2017-03-28,2016-2017,Charlotte Hornets,Milwaukee Bucks,108,118
2017-03-28,2016-2017,Brooklyn Nets,Philadelphia 76ers,101,106
2017-03-29,2016-2017,Los Angeles Clippers,Washington Wizards,133,124
2017-03-29,2016-2017,Orlando Magic,Oklahoma City Thunder,106,114
2017-03-29,2016-2017,Philadelphia 76ers,Atlanta Hawks,92,99
2017-03-29,2016-2017,Boston Celtics,Milwaukee Bucks,100,103
2017-03-29,2016-2017,New York Knicks,Miami Heat,88,105
2017-03-29,2016-2017,Toronto Raptors,Charlotte Hornets,106,110
2017-03-29,2016-2017,Memphis Grizzlies,Indiana Pacers,110,97
2017-03-29,2016-2017,New Orleans Pelicans,Dallas Mavericks,121,118
2017-03-29,2016-2017,San Antonio Spurs,Golden State Warriors,98,110
2017-03-29,2016-2017,Sacramento Kings,Utah Jazz,82,112
2017-03-30,2016-2017,Phoenix Suns,Los Angeles Clippers,118,124
2017-03-30,2016-2017,Minnesota Timberwolves,Los Angeles Lakers,119,104
2017-03-30,2016-2017,Portland Trail Blazers,Houston Rockets,117,107
2017-03-30,2016-2017,Detroit Pistons,Brooklyn Nets,90,89
2017-03-30,2016-2017,Chicago Bulls,Cleveland Cavaliers,99,93
2017-03-31,2016-2017,Golden State Warriors,Houston Rockets,107,98
2017-03-31,2016-2017,Utah Jazz,Washington Wizards,95,88
2017-03-31,2016-2017,New Orleans Pelicans,Sacramento Kings,117,89
2017-03-31,2016-2017,Oklahoma City Thunder,San Antonio Spurs,95,100
2017-03-31,2016-2017,Milwaukee Bucks,Detroit Pistons,108,105
2017-03-31,2016-2017,Toronto Raptors,Indiana Pacers,111,100
2017-03-31,2016-2017,Memphis Grizzlies,Dallas Mavericks,99,90
2017-03-31,2016-2017,Cleveland Cavaliers,Philadelphia 76ers,122,105
2017-03-31,2016-2017,Boston Celtics,Orlando Magic,117,116
2017-03-31,2016-2017,Charlotte Hornets,Denver Nuggets,122,114
2017-03-31,2016-2017,Miami Heat,New York Knicks,94,98
2017-04-01,2016-2017,Portland Trail Blazers,Phoenix Suns,130,117
2017-04-01,2016-2017,Los Angeles Clippers,Los Angeles Lakers,115,104
2017-04-01,2016-2017,Chicago Bulls,Atlanta Hawks,106,104
2017-04-01,2016-2017,Brooklyn Nets,Orlando Magic,121,111
2017-04-01,2016-2017,Minnesota Timberwolves,Sacramento Kings,117,123
2017-04-02,2016-2017,New Orleans Pelicans,Chicago Bulls,110,117
2017-04-02,2016-2017,Miami Heat,Denver Nuggets,113,116
2017-04-02,2016-2017,Golden State Warriors,Washington Wizards,139,115
2017-04-02,2016-2017,Toronto Raptors,Philadelphia 76ers,113,105
2017-04-02,2016-2017,Cleveland Cavaliers,Indiana Pacers,135,130
2017-04-02,2016-2017,Phoenix Suns,Houston Rockets,116,123
2017-04-02,2016-2017,San Antonio Spurs,Utah Jazz,109,103
2017-04-02,2016-2017,Milwaukee Bucks,Dallas Mavericks,105,109
2017-04-02,2016-2017,Los Angeles Lakers,Memphis Grizzlies,108,103
2017-04-02,2016-2017,Oklahoma City Thunder,Charlotte Hornets,101,113
2017-04-02,2016-2017,New York Knicks,Boston Celtics,94,110
2017-04-02,2016-2017,Brooklyn Nets,Atlanta Hawks,91,82
2017-04-03,2016-2017,Minnesota Timberwolves,Portland Trail Blazers,110,109
2017-04-04,2016-2017,Sacramento Kings,Dallas Mavericks,98,87
2017-04-04,2016-2017,Golden State Warriors,Minnesota Timberwolves,121,107
2017-04-04,2016-2017,Utah Jazz,Portland Trail Blazers,106,87
2017-04-04,2016-2017,San Antonio Spurs,Memphis Grizzlies,95,89
2017-04-04,2016-2017,Oklahoma City Thunder,Milwaukee Bucks,110,79
2017-04-04,2016-2017,Washington Wizards,Charlotte Hornets,118,111
2017-04-04,2016-2017,New Orleans Pelicans,Denver Nuggets,131,134
2017-04-04,2016-2017,Philadelphia 76ers,Brooklyn Nets,118,141
2017-04-04,2016-2017,Indiana Pacers,Toronto Raptors,108,90
2017-04-04,2016-2017,Cleveland Cavaliers,Orlando Magic,122,102
2017-04-04,2016-2017,New York Knicks,Chicago Bulls,100,91
2017-04-05,2016-2017,San Antonio Spurs,Los Angeles Lakers,95,102
2017-04-05,2016-2017,Los Angeles Clippers,Dallas Mavericks,112,101
2017-04-05,2016-2017,Phoenix Suns,Golden State Warriors,111,120
2017-04-05,2016-2017,Memphis Grizzlies,Oklahoma City Thunder,100,103
2017-04-05,2016-2017,Houston Rockets,Denver Nuggets,110,104
2017-04-05,2016-2017,Boston Celtics,Cleveland Cavaliers,91,114
2017-04-05,2016-2017,Detroit Pistons,Toronto Raptors,102,105
2017-04-05,2016-2017,Charlotte Hornets,Miami Heat,99,112
2017-04-06,2016-2017,Indiana Pacers,Milwaukee Bucks,104,89
2017-04-06,2016-2017,Orlando Magic,Brooklyn Nets,115,107
2017-04-06,2016-2017,Philadelphia 76ers,Chicago Bulls,90,102
2017-04-06,2016-2017,New York Knicks,Washington Wizards,103,106
2017-04-06,2016-2017,Atlanta Hawks,Boston Celtics,123,116
2017-04-06,2016-2017,Portland Trail Blazers,Minnesota Timberwolves,105,98
2017-04-07,2016-2017,Los Angeles Lakers,Sacramento Kings,98,94
2017-04-07,2016-2017,Phoenix Suns,Oklahoma City Thunder,120,99
2017-04-07,2016-2017,Utah Jazz,Minnesota Timberwolves,120,113
2017-04-07,2016-2017,Denver Nuggets,New Orleans Pelicans,122,106
2017-04-07,2016-2017,Toronto Raptors,Miami Heat,96,94
2017-04-07,2016-2017,Memphis Grizzlies,New York Knicks,101,88
2017-04-07,2016-2017,Houston Rockets,Detroit Pistons,109,114
2017-04-07,2016-2017,Cleveland Cavaliers,Atlanta Hawks,100,114
2017-04-07,2016-2017,Dallas Mavericks,San Antonio Spurs,89,102
2017-04-08,2016-2017,San Antonio Spurs,Los Angeles Clippers,87,98
2017-04-08,2016-2017,Golden State Warriors,New Orleans Pelicans,123,101
2017-04-08,2016-2017,Washington Wizards,Miami Heat,103,106
2017-04-08,2016-2017,Portland Trail Blazers,Utah Jazz,101,86
2017-04-08,2016-2017,Orlando Magic,Indiana Pacers,112,127
2017-04-08,2016-2017,Charlotte Hornets,Boston Celtics,114,121
2017-04-08,2016-2017,Brooklyn Nets,Chicago Bulls,107,106
2017-04-08,2016-2017,Philadelphia 76ers,Milwaukee Bucks,82,90
2017-04-09,2016-2017,Sacramento Kings,Houston Rockets,128,135
2017-04-09,2016-2017,Phoenix Suns,Dallas Mavericks,124,111
2017-04-09,2016-2017,Memphis Grizzlies,Detroit Pistons,90,103
2017-04-09,2016-2017,Los Angeles Lakers,Minnesota Timberwolves,110,109
2017-04-09,2016-2017,Atlanta Hawks,Cleveland Cavaliers,126,125
2017-04-09,2016-2017,New York Knicks,Toronto Raptors,97,110
2017-04-09,2016-2017,Denver Nuggets,Oklahoma City Thunder,105,106
2017-04-10,2016-2017,Philadelphia 76ers,Indiana Pacers,111,120
2017-04-10,2016-2017,Boston Celtics,Brooklyn Nets,114,105
2017-04-10,2016-2017,Miami Heat,Cleveland Cavaliers,124,121
2017-04-10,2016-2017,Chicago Bulls,Orlando Magic,122,75
2017-04-10,2016-2017,Detroit Pistons,Washington Wizards,101,105
2017-04-10,2016-2017,Milwaukee Bucks,Charlotte Hornets,89,79
2017-04-10,2016-2017,Portland Trail Blazers,San Antonio Spurs,99,98
2017-04-10,2016-2017,Golden State Warriors,Utah Jazz,99,105
2017-04-10,2016-2017,Los Angeles Clippers,Houston Rockets,125,96
2017-04-11,2016-2017,Los Angeles Lakers,New Orleans Pelicans,108,96
2017-04-11,2016-2017,Dallas Mavericks,Denver Nuggets,91,109
2017-04-11,2016-2017,Sacramento Kings,Phoenix Suns,129,104
2017-04-11,2016-2017,Atlanta Hawks,Charlotte Hornets,103,76
2017-04-11,2016-2017,Minnesota Timberwolves,Oklahoma City Thunder,98,100
2017-04-12,2016-2017,Portland Trail Blazers,New Orleans Pelicans,100,103
2017-04-12,2016-2017,Los Angeles Clippers,Sacramento Kings,115,95
2017-04-12,2016-2017,Utah Jazz,San Antonio Spurs,101,97
2017-04-12,2016-2017,Orlando Magic,Detroit Pistons,113,109
2017-04-12,2016-2017,Oklahoma City Thunder,Denver Nuggets,105,111
2017-04-12,2016-2017,New York Knicks,Philadelphia 76ers,114,113
2017-04-12,2016-2017,Golden State Warriors,Los Angeles Lakers,109,94
2017-04-12,2016-2017,Memphis Grizzlies,Dallas Mavericks,93,100
2017-04-12,2016-2017,Indiana Pacers,Atlanta Hawks,104,86
2017-04-12,2016-2017,Houston Rockets,Minnesota Timberwolves,123,118
2017-04-12,2016-2017,Cleveland Cavaliers,Toronto Raptors,83,98
2017-04-12,2016-2017,Chicago Bulls,Brooklyn Nets,112,73
2017-04-12,2016-2017,Boston Celtics,Milwaukee Bucks,112,94
2017-04-12,2016-2017,Miami Heat,Washington Wizards,110,102
2017-04-15,2016-2017,Los Angeles Clippers,Utah Jazz,95,97
2017-04-15,2016-2017,San Antonio Spurs,Memphis Grizzlies,111,82
2017-04-15,2016-2017,Toronto Raptors,Milwaukee Bucks,83,97
2017-04-15,2016-2017,Cleveland Cavaliers,Indiana Pacers,109,108
2017-04-16,2016-2017,Washington Wizards,Atlanta Hawks,114,107
2017-04-16,2016-2017,Golden State Warriors,Portland Trail Blazers,121,109
2017-04-16,2016-2017,Boston Celtics,Chicago Bulls,102,106
2017-04-16,2016-2017,Houston Rockets,Oklahoma City Thunder,118,87
2017-04-17,2016-2017,San Antonio Spurs,Memphis Grizzlies,96,82
2017-04-17,2016-2017,Cleveland Cavaliers,Indiana Pacers,117,111
2017-04-18,2016-2017,Boston Celtics,Chicago Bulls,97,111
2017-04-18,2016-2017,Los Angeles Clippers,Utah Jazz,99,91
2017-04-18,2016-2017,Toronto Raptors,Milwaukee Bucks,106,100
2017-04-19,2016-2017,Washington Wizards,Atlanta Hawks,109,101
2017-04-19,2016-2017,Houston Rockets,Oklahoma City Thunder,115,111
2017-04-19,2016-2017,Golden State Warriors,Portland Trail Blazers,110,81
2017-04-20,2016-2017,Indiana Pacers,Cleveland Cavaliers,114,119
2017-04-20,2016-2017,Milwaukee Bucks,Toronto Raptors,104,77
2017-04-20,2016-2017,Memphis Grizzlies,San Antonio Spurs,105,94
2017-04-21,2016-2017,Chicago Bulls,Boston Celtics,87,104
2017-04-21,2016-2017,Oklahoma City Thunder,Houston Rockets,115,113
2017-04-21,2016-2017,Utah Jazz,Los Angeles Clippers,106,111
2017-04-22,2016-2017,Portland Trail Blazers,Golden State Warriors,113,119
2017-04-22,2016-2017,Memphis Grizzlies,San Antonio Spurs,110,108
2017-04-22,2016-2017,Milwaukee Bucks,Toronto Raptors,76,87
2017-04-22,2016-2017,Atlanta Hawks,Washington Wizards,116,98
2017-04-23,2016-2017,Indiana Pacers,Cleveland Cavaliers,102,106
2017-04-23,2016-2017,Oklahoma City Thunder,Houston Rockets,109,113
2017-04-23,2016-2017,Chicago Bulls,Boston Celtics,95,104
2017-04-23,2016-2017,Utah Jazz,Los Angeles Clippers,105,98
2017-04-24,2016-2017,Portland Trail Blazers,Golden State Warriors,103,128
2017-04-24,2016-2017,Toronto Raptors,Milwaukee Bucks,118,93
2017-04-24,2016-2017,Atlanta Hawks,Washington Wizards,111,101
2017-04-25,2016-2017,Los Angeles Clippers,Utah Jazz,92,96
2017-04-25,2016-2017,Houston Rockets,Oklahoma City Thunder,105,99
2017-04-25,2016-2017,San Antonio Spurs,Memphis Grizzlies,116,103
2017-04-26,2016-2017,Washington Wizards,Atlanta Hawks,103,99
2017-04-26,2016-2017,Boston Celtics,Chicago Bulls,108,97
2017-04-27,2016-2017,Milwaukee Bucks,Toronto Raptors,89,92
2017-04-27,2016-2017,Memphis Grizzlies,San Antonio Spurs,96,103
2017-04-28,2016-2017,Atlanta Hawks,Washington Wizards,99,115
2017-04-28,2016-2017,Chicago Bulls,Boston Celtics,83,105
2017-04-28,2016-2017,Utah Jazz,Los Angeles Clippers,93,98
2017-04-30,2016-2017,Los Angeles Clippers,Utah Jazz,91,104
2017-04-30,2016-2017,Boston Celtics,Washington Wizards,123,111
2017-05-01,2016-2017,Cleveland Cavaliers,Toronto Raptors,116,105
2017-05-01,2016-2017,San Antonio Spurs,Houston Rockets,99,126
2017-05-02,2016-2017,Boston Celtics,Washington Wizards,129,119
2017-05-02,2016-2017,Golden State Warriors,Utah Jazz,106,94
2017-05-03,2016-2017,Cleveland Cavaliers,Toronto Raptors,125,103
2017-05-03,2016-2017,San Antonio Spurs,Houston Rockets,121,96
2017-05-04,2016-2017,Washington Wizards,Boston Celtics,116,89
2017-05-04,2016-2017,Golden State Warriors,Utah Jazz,115,104
2017-05-05,2016-2017,Toronto Raptors,Cleveland Cavaliers,94,115
2017-05-05,2016-2017,Houston Rockets,San Antonio Spurs,92,103
2017-05-06,2016-2017,Utah Jazz,Golden State Warriors,91,102
2017-05-07,2016-2017,Toronto Raptors,Cleveland Cavaliers,102,109
2017-05-07,2016-2017,Washington Wizards,Boston Celtics,121,102
2017-05-07,2016-2017,Houston Rockets,San Antonio Spurs,125,104
2017-05-08,2016-2017,Utah Jazz,Golden State Warriors,95,121
2017-05-09,2016-2017,San Antonio Spurs,Houston Rockets,110,107
2017-05-10,2016-2017,Boston Celtics,Washington Wizards,123,101
2017-05-11,2016-2017,Houston Rockets,San Antonio Spurs,75,114
2017-05-12,2016-2017,Washington Wizards,Boston Celtics,92,91
2017-05-14,2016-2017,Golden State Warriors,San Antonio Spurs,113,111
2017-05-15,2016-2017,Boston Celtics,Washington Wizards,115,105
2017-05-16,2016-2017,Golden State Warriors,San Antonio Spurs,136,100
2017-05-17,2016-2017,Boston Celtics,Cleveland Cavaliers,104,117
2017-05-19,2016-2017,Boston Celtics,Cleveland Cavaliers,86,130
2017-05-20,2016-2017,San Antonio Spurs,Golden State Warriors,108,120
2017-05-21,2016-2017,Cleveland Cavaliers,Boston Celtics,108,111
2017-05-22,2016-2017,San Antonio Spurs,Golden State Warriors,115,129
2017-05-23,2016-2017,Cleveland Cavaliers,Boston Celtics,112,99
2017-05-25,2016-2017,Boston Celtics,Cleveland Cavaliers,102,135
2017-06-01,2016-2017,Golden State Warriors,Cleveland Cavaliers,113,91
2017-06-04,2016-2017,Golden State Warriors,Cleveland Cavaliers,132,113
2017-06-07,2016-2017,Cleveland Cavaliers,Golden State Warriors,113,118
2017-06-09,2016-2017,Cleveland Cavaliers,Golden State Warriors,137,116
2017-06-12,2016-2017,Golden State Warriors,Cleveland Cavaliers,129,120
2017-10-17,2017-2018,Cleveland Cavaliers,Boston Celtics,102,99
